ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
-2.707450701708829030e+06,4.688692514932595193e+06,3.360102297215144616e+06
-2.707450628635724075e+06,4.688692446666048840e+06,3.360102297215144616e+06
-2.707450555401701014e+06,4.688692378572158515e+06,3.360102297215144616e+06
-2.707450482005417347e+06,4.688692310653195716e+06,3.360102297215144616e+06
-2.707450408445719164e+06,4.688692242911253124e+06,3.360102297215144616e+06
-2.707450334721621592e+06,4.688692175348264165e+06,3.360102297215144616e+06
-2.707450260832294356e+06,4.688692107966016978e+06,3.360102297215144616e+06
-2.707450186777043156e+06,4.688692040766166523e+06,3.360102297215144616e+06
-2.707450112555298954e+06,4.688691973750253208e+06,3.360102297215144616e+06
-2.707450038166602142e+06,4.688691906919707544e+06,3.360102297215144616e+06
-2.707449963610594161e+06,4.688691840275865979e+06,3.360102297215144616e+06
-2.707449888887006324e+06,4.688691773819975555e+06,3.360102297215144616e+06
-2.707449813995650038e+06,4.688691707553206012e+06,3.360102297215144616e+06
-2.707449738936410286e+06,4.688691641476655379e+06,3.360102297215144616e+06
-2.707449663709237240e+06,4.688691575591357425e+06,3.360102297215144616e+06
-2.707449588314139284e+06,4.688691509898289107e+06,3.360102297215144616e+06
-2.707449512751179282e+06,4.688691444398372434e+06,3.360102297215144616e+06
-2.707449437020466663e+06,4.688691379092483781e+06,3.360102297215144616e+06
-2.707449361122153234e+06,4.688691313981454819e+06,3.360102297215144616e+06
-2.707449285056431312e+06,4.688691249066079967e+06,3.360102297215144616e+06
-2.707449208823526278e+06,4.688691184347116388e+06,3.360102297215144616e+06
-2.707449132423696108e+06,4.688691119825291447e+06,3.360102297215144616e+06
-2.707449055857226253e+06,4.688691055501301773e+06,3.360102297215144616e+06
-2.707448979124427773e+06,4.688690991375817917e+06,3.360102297215144616e+06
-2.707448902225635480e+06,4.688690927449487150e+06,3.360102297215144616e+06
-2.707448825161204673e+06,4.688690863722934388e+06,3.360102297215144616e+06
-2.707448747931508347e+06,4.688690800196766853e+06,3.360102297215144616e+06
-2.707448670536938123e+06,4.688690736871570349e+06,3.360102297215144616e+06
-2.707448592977899592e+06,4.688690673747917637e+06,3.360102297215144616e+06
-2.707448515254812781e+06,4.688690610826364718e+06,3.360102297215144616e+06
-2.707448437368110754e+06,4.688690548107454553e+06,3.360102297215144616e+06
-2.707448359318237286e+06,4.688690485591718927e+06,3.360102297215144616e+06
-2.707448281105646398e+06,4.688690423279676586e+06,3.360102297215144616e+06
-2.707448202730802353e+06,4.688690361171836033e+06,3.360102297215144616e+06
-2.707448124194177333e+06,4.688690299268698320e+06,3.360102297215144616e+06
-2.707448045496250968e+06,4.688690237570753321e+06,3.360102297215144616e+06
-2.707447966637510341e+06,4.688690176078485325e+06,3.360102297215144616e+06
-2.707447887618449517e+06,4.688690114792369306e+06,3.360102297215144616e+06
-2.707447808439567685e+06,4.688690053712874651e+06,3.360102297215144616e+06
-2.707447729101369623e+06,4.688689992840464227e+06,3.360102297215144616e+06
-2.707447649604365695e+06,4.688689932175595313e+06,3.360102297215144616e+06
-2.707447569949069992e+06,4.688689871718718670e+06,3.360102297215144616e+06
-2.707447490136001259e+06,4.688689811470283195e+06,3.360102297215144616e+06
-2.707447410165681969e+06,4.688689751430728473e+06,3.360102297215144616e+06
-2.707447330038638785e+06,4.688689691600494087e+06,3.360102297215144616e+06
-2.707447249755400699e+06,4.688689631980014034e+06,3.360102297215144616e+06
-2.707447169316499960e+06,4.688689572569717653e+06,3.360102297215144616e+06
-2.707447088722473010e+06,4.688689513370032422e+06,3.360102297215144616e+06
-2.707447007973857224e+06,4.688689454381380230e+06,3.360102297215144616e+06
-2.707446927071193699e+06,4.688689395604182035e+06,3.360102297215144616e+06
-2.707446846015025396e+06,4.688689337038855068e+06,3.360102297215144616e+06
-2.707446764805897139e+06,4.688689278685812838e+06,3.360102297215144616e+06
-2.707446683444357011e+06,4.688689220545466989e+06,3.360102297215144616e+06
-2.707446601930954028e+06,4.688689162618227303e+06,3.360102297215144616e+06
-2.707446520266239531e+06,4.688689104904499836e+06,3.360102297215144616e+06
-2.707446438450766262e+06,4.688689047404687852e+06,3.360102297215144616e+06
-2.707446356485089753e+06,4.688688990119192749e+06,3.360102297215144616e+06
-2.707446274369766004e+06,4.688688933048415929e+06,3.360102297215144616e+06
-2.707446192105352879e+06,4.688688876192754135e+06,3.360102297215144616e+06
-2.707446109692409635e+06,4.688688819552601315e+06,3.360102297215144616e+06
-2.707446027131498326e+06,4.688688763128352351e+06,3.360102297215144616e+06
-2.707445944423180539e+06,4.688688706920398399e+06,3.360102297215144616e+06
-2.707445861568020191e+06,4.688688650929126889e+06,3.360102297215144616e+06
-2.707445778566582128e+06,4.688688595154928043e+06,3.360102297215144616e+06
-2.707445695419433527e+06,4.688688539598185569e+06,3.360102297215144616e+06
-2.707445612127141096e+06,4.688688484259283170e+06,3.360102297215144616e+06
-2.707445528690274339e+06,4.688688429138604552e+06,3.360102297215144616e+06
-2.707445445109403227e+06,4.688688374236528762e+06,3.360102297215144616e+06
-2.707445361385098659e+06,4.688688319553433917e+06,3.360102297215144616e+06
-2.707445277517932933e+06,4.688688265089698136e+06,3.360102297215144616e+06
-2.707445193508480210e+06,4.688688210845694877e+06,3.360102297215144616e+06
-2.707445109357314650e+06,4.688688156821798533e+06,3.360102297215144616e+06
-2.707445025065012276e+06,4.688688103018381633e+06,3.360102297215144616e+06
-2.707444940632149577e+06,4.688688049435812049e+06,3.360102297215144616e+06
-2.707444856059304904e+06,4.688687996074460447e+06,3.360102297215144616e+06
-2.707444771347056143e+06,4.688687942934691906e+06,3.360102297215144616e+06
-2.707444686495984439e+06,4.688687890016872436e+06,3.360102297215144616e+06
-2.707444601506669540e+06,4.688687837321366183e+06,3.360102297215144616e+06
-2.707444516379694454e+06,4.688687784848534502e+06,3.360102297215144616e+06
-2.707444431115641724e+06,4.688687732598736882e+06,3.360102297215144616e+06
-2.707444345715095289e+06,4.688687680572333746e+06,3.360102297215144616e+06
-2.707444260178640019e+06,4.688687628769680858e+06,3.360102297215144616e+06
-2.707444174506862182e+06,4.688687577191133983e+06,3.360102297215144616e+06
-2.707444088700348046e+06,4.688687525837047957e+06,3.360102297215144616e+06
-2.707444002759686206e+06,4.688687474707774818e+06,3.360102297215144616e+06
-2.707443916685464326e+06,4.688687423803664744e+06,3.360102297215144616e+06
-2.707443830478273332e+06,4.688687373125067912e+06,3.360102297215144616e+06
-2.707443744138703216e+06,4.688687322672331706e+06,3.360102297215144616e+06
-2.707443657667345367e+06,4.688687272445801646e+06,3.360102297215144616e+06
-2.707443571064793039e+06,4.688687222445822321e+06,3.360102297215144616e+06
-2.707443484331639018e+06,4.688687172672737390e+06,3.360102297215144616e+06
-2.707443397468477953e+06,4.688687123126887716e+06,3.360102297215144616e+06
-2.707443310475904960e+06,4.688687073808613233e+06,3.360102297215144616e+06
-2.707443223354515620e+06,4.688687024718252011e+06,3.360102297215144616e+06
-2.707443136104908306e+06,4.688686975856140256e+06,3.360102297215144616e+06
-2.707443048727679532e+06,4.688686927222613245e+06,3.360102297215144616e+06
-2.707442961223429069e+06,4.688686878818004392e+06,3.360102297215144616e+06
-2.707442873592755757e+06,4.688686830642646179e+06,3.360102297215144616e+06
-2.707442785836261231e+06,4.688686782696868293e+06,3.360102297215144616e+06
-2.707442697954545729e+06,4.688686734981000423e+06,3.360102297215144616e+06
-2.707442609948212281e+06,4.688686687495367602e+06,3.360102297215144616e+06
-2.707442521817863919e+06,4.688686640240297653e+06,3.360102297215144616e+06
-2.707442433564104605e+06,4.688686593216112815e+06,3.360102297215144616e+06
-2.707442345187538769e+06,4.688686546423136257e+06,3.360102297215144616e+06
-2.707442256688772701e+06,4.688686499861688353e+06,3.360102297215144616e+06
-2.707442168068412691e+06,4.688686453532088548e+06,3.360102297215144616e+06
-2.707442079327065963e+06,4.688686407434655353e+06,3.360102297215144616e+06
-2.707441990465341136e+06,4.688686361569702625e+06,3.360102297215144616e+06
-2.707441901483846828e+06,4.688686315937547013e+06,3.360102297215144616e+06
-2.707441812383193057e+06,4.688686270538499579e+06,3.360102297215144616e+06
-2.707441723163990770e+06,4.688686225372872315e+06,3.360102297215144616e+06
-2.707441633826850913e+06,4.688686180440974422e+06,3.360102297215144616e+06
-2.707441544372385833e+06,4.688686135743114166e+06,3.360102297215144616e+06
-2.707441454801208805e+06,4.688686091279597953e+06,3.360102297215144616e+06
-2.707441365113934036e+06,4.688686047050730325e+06,3.360102297215144616e+06
-2.707441275311175734e+06,4.688686003056814894e+06,3.360102297215144616e+06
-2.707441185393549502e+06,4.688685959298152477e+06,3.360102297215144616e+06
-2.707441095361671876e+06,4.688685915775043890e+06,3.360102297215144616e+06
-2.707441005216159858e+06,4.688685872487787157e+06,3.360102297215144616e+06
-2.707440914957630914e+06,4.688685829436678439e+06,3.360102297215144616e+06
-2.707440824586703908e+06,4.688685786622012965e+06,3.360102297215144616e+06
-2.707440734103998169e+06,4.688685744044084102e+06,3.360102297215144616e+06
-2.707440643510133959e+06,4.688685701703184284e+06,3.360102297215144616e+06
-2.707440552805732470e+06,4.688685659599604085e+06,3.360102297215144616e+06
-2.707440461991414893e+06,4.688685617733630352e+06,3.360102297215144616e+06
-2.707440371067803819e+06,4.688685576105551794e+06,3.360102297215144616e+06
-2.707440280035522301e+06,4.688685534715653397e+06,3.360102297215144616e+06
-2.707440188895194326e+06,4.688685493564217351e+06,3.360102297215144616e+06
-2.707440097647444811e+06,4.688685452651527710e+06,3.360102297215144616e+06
-2.707440006292898674e+06,4.688685411977863871e+06,3.360102297215144616e+06
-2.707439914832182694e+06,4.688685371543504298e+06,3.360102297215144616e+06
-2.707439823265923187e+06,4.688685331348727457e+06,3.360102297215144616e+06
-2.707439731594748329e+06,4.688685291393807158e+06,3.360102297215144616e+06
-2.707439639819285367e+06,4.688685251679018140e+06,3.360102297215144616e+06
-2.707439547940164339e+06,4.688685212204632349e+06,3.360102297215144616e+06
-2.707439455958014354e+06,4.688685172970920801e+06,3.360102297215144616e+06
-2.707439363873466384e+06,4.688685133978152648e+06,3.360102297215144616e+06
-2.707439271687151399e+06,4.688685095226594247e+06,3.360102297215144616e+06
-2.707439179399700835e+06,4.688685056716511026e+06,3.360102297215144616e+06
-2.707439087011747528e+06,4.688685018448168412e+06,3.360102297215144616e+06
-2.707438994523924775e+06,4.688684980421827175e+06,3.360102297215144616e+06
-2.707438901936865877e+06,4.688684942637748085e+06,3.360102297215144616e+06
-2.707438809251206461e+06,4.688684905096190982e+06,3.360102297215144616e+06
-2.707438716467581224e+06,4.688684867797412910e+06,3.360102297215144616e+06
-2.707438623586625792e+06,4.688684830741669983e+06,3.360102297215144616e+06
-2.707438530608977191e+06,4.688684793929214589e+06,3.360102297215144616e+06
-2.707438437535272446e+06,4.688684757360300049e+06,3.360102297215144616e+06
-2.707438344366149511e+06,4.688684721035176888e+06,3.360102297215144616e+06
-2.707438251102247275e+06,4.688684684954094701e+06,3.360102297215144616e+06
-2.707438157744204625e+06,4.688684649117299356e+06,3.360102297215144616e+06
-2.707438064292661380e+06,4.688684613525037654e+06,3.360102297215144616e+06
-2.707437970748258289e+06,4.688684578177553602e+06,3.360102297215144616e+06
-2.707437877111636568e+06,4.688684543075088412e+06,3.360102297215144616e+06
-2.707437783383437432e+06,4.688684508217884228e+06,3.360102297215144616e+06
-2.707437689564303961e+06,4.688684473606178537e+06,3.360102297215144616e+06
-2.707437595654878765e+06,4.688684439240208827e+06,3.360102297215144616e+06
-2.707437501655805390e+06,4.688684405120210722e+06,3.360102297215144616e+06
-2.707437407567728776e+06,4.688684371246418916e+06,3.360102297215144616e+06
-2.707437313391292933e+06,4.688684337619065307e+06,3.360102297215144616e+06
-2.707437219127143733e+06,4.688684304238379002e+06,3.360102297215144616e+06
-2.707437124775927514e+06,4.688684271104590036e+06,3.360102297215144616e+06
-2.707437030338290147e+06,4.688684238217925653e+06,3.360102297215144616e+06
-2.707436935814879835e+06,4.688684205578610301e+06,3.360102297215144616e+06
-2.707436841206344310e+06,4.688684173186868429e+06,3.360102297215144616e+06
-2.707436746513331309e+06,4.688684141042921692e+06,3.360102297215144616e+06
-2.707436651736489963e+06,4.688684109146990813e+06,3.360102297215144616e+06
-2.707436556876470800e+06,4.688684077499294654e+06,3.360102297215144616e+06
-2.707436461933922954e+06,4.688684046100049280e+06,3.360102297215144616e+06
-2.707436366909497418e+06,4.688684014949469827e+06,3.360102297215144616e+06
-2.707436271803846117e+06,4.688683984047770500e+06,3.360102297215144616e+06
-2.707436176617620047e+06,4.688683953395162709e+06,3.360102297215144616e+06
-2.707436081351471599e+06,4.688683922991856001e+06,3.360102297215144616e+06
-2.707435986006054562e+06,4.688683892838059925e+06,3.360102297215144616e+06
-2.707435890582021791e+06,4.688683862933981232e+06,3.360102297215144616e+06
-2.707435795080027077e+06,4.688683833279823884e+06,3.360102297215144616e+06
-2.707435699500725605e+06,4.688683803875790909e+06,3.360102297215144616e+06
-2.707435603844772093e+06,4.688683774722085334e+06,3.360102297215144616e+06
-2.707435508112822659e+06,4.688683745818905532e+06,3.360102297215144616e+06
-2.707435412305532489e+06,4.688683717166449875e+06,3.360102297215144616e+06
-2.707435316423559096e+06,4.688683688764915802e+06,3.360102297215144616e+06
-2.707435220467559062e+06,4.688683660614497028e+06,3.360102297215144616e+06
-2.707435124438190833e+06,4.688683632715386339e+06,3.360102297215144616e+06
-2.707435028336111456e+06,4.688683605067774653e+06,3.360102297215144616e+06
-2.707434932161980774e+06,4.688683577671852894e+06,3.360102297215144616e+06
-2.707434835916456766e+06,4.688683550527808256e+06,3.360102297215144616e+06
-2.707434739600200206e+06,4.688683523635826074e+06,3.360102297215144616e+06
-2.707434643213870935e+06,4.688683496996091679e+06,3.360102297215144616e+06
-2.707434546758128796e+06,4.688683470608786680e+06,3.360102297215144616e+06
-2.707434450233635958e+06,4.688683444474091753e+06,3.360102297215144616e+06
-2.707434353641053196e+06,4.688683418592187576e+06,3.360102297215144616e+06
-2.707434256981043145e+06,4.688683392963250168e+06,3.360102297215144616e+06
-2.707434160254267510e+06,4.688683367587455548e+06,3.360102297215144616e+06
-2.707434063461390324e+06,4.688683342464977875e+06,3.360102297215144616e+06
-2.707433966603074223e+06,4.688683317595989443e+06,3.360102297215144616e+06
-2.707433869679983240e+06,4.688683292980659753e+06,3.360102297215144616e+06
-2.707433772692781873e+06,4.688683268619159237e+06,3.360102297215144616e+06
-2.707433675642134156e+06,4.688683244511652738e+06,3.360102297215144616e+06
-2.707433578528706450e+06,4.688683220658306964e+06,3.360102297215144616e+06
-2.707433481353163254e+06,4.688683197059284896e+06,3.360102297215144616e+06
-2.707433384116171394e+06,4.688683173714748584e+06,3.360102297215144616e+06
-2.707433286818396766e+06,4.688683150624858215e+06,3.360102297215144616e+06
-2.707433189460506663e+06,4.688683127789771184e+06,3.360102297215144616e+06
-2.707433092043167911e+06,4.688683105209643953e+06,3.360102297215144616e+06
-2.707432994567048270e+06,4.688683082884632982e+06,3.360102297215144616e+06
-2.707432897032816429e+06,4.688683060814889148e+06,3.360102297215144616e+06
-2.707432799441140145e+06,4.688683039000565186e+06,3.360102297215144616e+06
-2.707432701792688575e+06,4.688683017441810109e+06,3.360102297215144616e+06
-2.707432604088131338e+06,4.688682996138771065e+06,3.360102297215144616e+06
-2.707432506328137591e+06,4.688682975091595203e+06,3.360102297215144616e+06
-2.707432408513377421e+06,4.688682954300425947e+06,3.360102297215144616e+06
-2.707432310644521378e+06,4.688682933765406720e+06,3.360102297215144616e+06
-2.707432212722240482e+06,4.688682913486677222e+06,3.360102297215144616e+06
-2.707432114747205283e+06,4.688682893464376219e+06,3.360102297215144616e+06
-2.707432016720087733e+06,4.688682873698642477e+06,3.360102297215144616e+06
-2.707431918641559780e+06,4.688682854189610109e+06,3.360102297215144616e+06
-2.707431820512293372e+06,4.688682834937413223e+06,3.360102297215144616e+06
-2.707431722332961392e+06,4.688682815942184068e+06,3.360102297215144616e+06
-2.707431624104236253e+06,4.688682797204053029e+06,3.360102297215144616e+06
-2.707431525826791301e+06,4.688682778723147698e+06,3.360102297215144616e+06
-2.707431427501300815e+06,4.688682760499594733e+06,3.360102297215144616e+06
-2.707431329128437676e+06,4.688682742533519864e+06,3.360102297215144616e+06
-2.707431230708877090e+06,4.688682724825046025e+06,3.360102297215144616e+06
-2.707431132243292872e+06,4.688682707374294288e+06,3.360102297215144616e+06
-2.707431033732360229e+06,4.688682690181383863e+06,3.360102297215144616e+06
-2.707430935176754370e+06,4.688682673246433958e+06,3.360102297215144616e+06
-2.707430836577150505e+06,4.688682656569559127e+06,3.360102297215144616e+06
-2.707430737934224773e+06,4.688682640150874853e+06,3.360102297215144616e+06
-2.707430639248653315e+06,4.688682623990491964e+06,3.360102297215144616e+06
-2.707430540521112271e+06,4.688682608088523149e+06,3.360102297215144616e+06
-2.707430441752277780e+06,4.688682592445077375e+06,3.360102297215144616e+06
-2.707430342942827847e+06,4.688682577060259879e+06,3.360102297215144616e+06
-2.707430244093439542e+06,4.688682561934177764e+06,3.360102297215144616e+06
-2.707430145204789471e+06,4.688682547066934407e+06,3.360102297215144616e+06
-2.707430046277556103e+06,4.688682532458632253e+06,3.360102297215144616e+06
-2.707429947312417440e+06,4.688682518109370023e+06,3.360102297215144616e+06
-2.707429848310051486e+06,4.688682504019246437e+06,3.360102297215144616e+06
-2.707429749271137174e+06,4.688682490188359283e+06,3.360102297215144616e+06
-2.707429650196353439e+06,4.688682476616801694e+06,3.360102297215144616e+06
-2.707429551086378749e+06,4.688682463304667734e+06,3.360102297215144616e+06
-2.707429451941892505e+06,4.688682450252048671e+06,3.360102297215144616e+06
-2.707429352763574570e+06,4.688682437459032983e+06,3.360102297215144616e+06
-2.707429253552104346e+06,4.688682424925710075e+06,3.360102297215144616e+06
-2.707429154308162164e+06,4.688682412652164698e+06,3.360102297215144616e+06
-2.707429055032427888e+06,4.688682400638480671e+06,3.360102297215144616e+06
-2.707428955725582317e+06,4.688682388884740882e+06,3.360102297215144616e+06
-2.707428856388305780e+06,4.688682377391025424e+06,3.360102297215144616e+06
-2.707428757021279074e+06,4.688682366157414392e+06,3.360102297215144616e+06
-2.707428657625183463e+06,4.688682355183983222e+06,3.360102297215144616e+06
-2.707428558200700209e+06,4.688682344470807351e+06,3.360102297215144616e+06
-2.707428458748510573e+06,4.688682334017961286e+06,3.360102297215144616e+06
-2.707428359269296750e+06,4.688682323825515807e+06,3.360102297215144616e+06
-2.707428259763739537e+06,4.688682313893540762e+06,3.360102297215144616e+06
-2.707428160232521594e+06,4.688682304222104140e+06,3.360102297215144616e+06
-2.707428060676325113e+06,4.688682294811272994e+06,3.360102297215144616e+06
-2.707427961095832288e+06,4.688682285661111586e+06,3.360102297215144616e+06
